material_id,full_formula,icsd_ids,band_gap,spacegroup,pretty_formula
mp-1009894,Zr1C1,[183162],0.5468999999999999,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'F-43m', 'number': 216, 'point_group': '-43m', 'crystal_system': 'cubic', 'hall': 'F -4 2 3'}",ZrC
mp-1017439,Sr1Si1O3,[248973],2.4638,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}",SrSiO3
mp-1017510,Mg2Te2,[168349],0.8468999999999998,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3/mmc', 'number': 194, 'point_group': '6/mmm', 'crystal_system': 'hexagonal', 'hall': '-P 6c 2c'}",MgTe
mp-1017988,Sr1Ca1O2,[180196],3.3345,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P4/mmm', 'number': 123, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-P 4 2'}",SrCaO2
mp-1018030,Sr2S1O1,[165968],2.1886,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P4/mmm', 'number': 123, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-P 4 2'}",Sr2SO
mp-1018089,Ca1Zn1Se2,[167832],2.2537,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-4m2', 'number': 115, 'point_group': '-42m', 'crystal_system': 'tetragonal', 'hall': 'P -4 -2'}",CaZnSe2
mp-1018097,Ba1Ca1O2,[180204],2.1746,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P4/mmm', 'number': 123, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-P 4 2'}",BaCaO2
mp-1018115,Pb2S2,"[648448, 250761, 183240]",1.2720000000000002,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmcm', 'number': 63, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-C 2c 2'}",PbS
mp-1018141,Ba1C2,[186576],1.4342,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3m', 'number': 166, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-R 3 2""'}",BaC2
mp-1018639,Ti1Sn1O3,[186724],1.2935,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}",TiSnO3
mp-1018721,Hf2O4,[173966],4.675000000000002,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P4_2/nmc', 'number': 137, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': 'P 4n 2n -1n'}",HfO2
mp-1018807,Mo2Se4,[644346],1.3035999999999994,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3/mmc', 'number': 194, 'point_group': '6/mmm', 'crystal_system': 'hexagonal', 'hall': '-P 6c 2c'}",MoSe2
mp-1018809,Mo2S4,[644259],1.3361,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3/mmc', 'number': 194, 'point_group': '6/mmm', 'crystal_system': 'hexagonal', 'hall': '-P 6c 2c'}",MoS2
mp-1019322,Te4W2,[653170],1.1671000000000005,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3/mmc', 'number': 194, 'point_group': '6/mmm', 'crystal_system': 'hexagonal', 'hall': '-P 6c 2c'}",Te2W
mp-1019541,Ba1Ca3O4,[180205],2.3351,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}",BaCa3O4
mp-1019544,Ba2Zr2O6,[190881],3.1177,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4/mcm', 'number': 140, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-I 4 2c'}",BaZrO3
mp-1019548,Ba4Ge4S24O84,[423711],3.945,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_12_12_1', 'number': 19, 'point_group': '222', 'crystal_system': 'orthorhombic', 'hall': 'P 2ac 2ab'}",BaGe(S2O7)3
mp-1019549,Ba4Mg8Si8O28,[420258],4.5585,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/c', 'number': 15, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2yc'}",BaMg2Si2O7
mp-1019557,Ba2S8O26,[426688],4.6929,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/c', 'number': 15, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2yc'}",BaS4O13
mp-1019558,Ba1Sr2Mg1Si2O8,[247861],4.7774,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-3m1', 'number': 164, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-P 3 2""'}",BaSr2Mg(SiO4)2
mp-1019561,Ca4Ge2O8,[182051],3.5621,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-3m1', 'number': 164, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-P 3 2""'}",Ca2GeO4
mp-1019562,Ca4Si2O8,[182052],4.1738,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-3m1', 'number': 164, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-P 3 2""'}",Ca2SiO4
mp-1019564,Ca6Ge2O1,[181078],0.4331000000000005,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",Ca6Ge2O
mp-1019570,Ca32Si20O72,[190039],4.5459000000000005,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pbcn', 'number': 60, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2n 2ab'}",Ca8Si5O18
mp-1019580,Ca4Mg4Si8O24,[5206],4.5994,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/c', 'number': 14, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2ybc'}",CaMg(SiO3)2
mp-1019581,Ca4S12O40,[426689],4.9224000000000006,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/c', 'number': 14, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2ybc'}",CaS3O10
mp-1020110,Mg8Si4O16,[189972],3.8234,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-1', 'number': 2, 'point_group': '-1', 'crystal_system': 'triclinic', 'hall': '-P 1'}",Mg2SiO4
mp-1020114,Mg4Si8O20,[190789],5.011099999999999,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pbam', 'number': 55, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2 2ab'}",MgSi2O5
mp-1020122,Mg2S4O14,[426707],5.5374,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-1', 'number': 2, 'point_group': '-1', 'crystal_system': 'triclinic', 'hall': '-P 1'}",MgS2O7
mp-1020123,Mg16Si16O48,[5223],4.4110999999999985,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2/c', 'number': 13, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2yc'}",MgSiO3
mp-1020124,Mg16Si16O48,[5226],4.642100000000001,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/c', 'number': 14, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2ybc'}",MgSiO3
mp-1020578,Sr4S3O1,[165967],2.6129,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}",Sr4S3O
mp-1020588,Zr2Si2O8,[186168],3.8645,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2/c', 'number': 13, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2yc'}",ZrSiO4
mp-1020594,Zn8Si4O16,[187838],2.677,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pnma', 'number': 62, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2n'}",Zn2SiO4
mp-1020609,Zn8Si4O16,[167190],2.5428,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pnma', 'number': 62, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2n'}",Zn2SiO4
mp-1020610,Zn8Si4O16,[167192],2.2492,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pbca', 'number': 61, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2ab'}",Zn2SiO4
mp-1020612,Sr4Si2S16O56,[423713],4.9136,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/c', 'number': 14, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2ybc'}",Sr2Si(S2O7)4
mp-1020622,Sr2Zr2O6,[188450],3.4599,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P4/mbm', 'number': 127, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-P 4 2ab'}",SrZrO3
mp-1020623,Zn2Si2O6,[167186],3.7582,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3', 'number': 148, 'point_group': '-3', 'crystal_system': 'trigonal', 'hall': '-R 3'}",ZnSiO3
mp-1020636,Zn16Si8O32,[187839],2.6063,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pbca', 'number': 61, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2ab'}",Zn2SiO4
mp-1020704,Sr4Ge2S16O56,[423712],3.4268,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/c', 'number': 14, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2ybc'}",Sr2Ge(S2O7)4
mp-1020717,Zn8Si4O16,[167191],2.1181000000000005,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Imma', 'number': 74, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-I 2b 2'}",Zn2SiO4
mp-1020721,Zn8Si4O16,[167189],2.2529000000000003,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/c', 'number': 14, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2ybc'}",Zn2SiO4
mp-10293,Ba2C4,[88102],2.1335,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/c', 'number': 15, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2yc'}",BaC2
mp-10299,Ca8Pd2O12,[88134],1.9065,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3c', 'number': 167, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-R 3 2""c'}",Ca4PdO6
mp-10341,Sr1Ge1Te1O6,[88790],2.9719,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P312', 'number': 149, 'point_group': '32', 'crystal_system': 'trigonal', 'hall': 'P 3 2'}",SrGeTeO6
mp-10497,Sr2C4,[91051],2.4194,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/c', 'number': 15, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2yc'}",SrC2
mp-1056418,Sr1,"[182337, 79592]",0.6511,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6/mmm', 'number': 191, 'point_group': '6/mmm', 'crystal_system': 'hexagonal', 'hall': '-P 6 2'}",Sr
mp-1061823,Ca1C2,[252718],0.6751,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/m', 'number': 12, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2y'}",CaC2
mp-10627,Sr1S1,"[164144, 52111]",1.886,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}",SrS
mp-1063670,Pb2Se2,"[238500, 238501]",0.9241,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmcm', 'number': 63, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-C 2c 2'}",PbSe
mp-1064497,Sn2S2,[41091],1.4941,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-1', 'number': 2, 'point_group': '-1', 'crystal_system': 'triclinic', 'hall': '-P 1'}",SnS
mp-10653,Sr1Te1,[52491],0.5679999999999996,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}",SrTe
mp-1065577,Mg2O2,[181458],3.2583,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3/mmc', 'number': 194, 'point_group': '6/mmm', 'crystal_system': 'hexagonal', 'hall': '-P 6c 2c'}",MgO
mp-1067627,Pb2S2,[41087],2.0879,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/m', 'number': 12, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2y'}",PbS
mp-1067933,Pb2S2,[41154],2.2622,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/m', 'number': 12, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2y'}",PbS
mp-10680,Ba1Se1,[52695],1.2143000000000002,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}",BaSe
mp-1068577,Zr1Pb1O3,"[290878, 262104, 290879, 290873, 290872, 290876, 290875, 290877, 262105, 290874]",2.8455000000000004,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}",ZrPbO3
mp-10695,Zn1S1,"[291065, 291064, 67790, 651457, 181741, 169184, 248503, 60378, 77090, 651458, 168377, 651454, 181667, 186885, 41985, 651451, 651455, 601048, 187167, 77082, 52223, 108733, 53943, 651445, 162754]",2.3504000000000005,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'F-43m', 'number': 216, 'point_group': '-43m', 'crystal_system': 'cubic', 'hall': 'F -4 2 3'}",ZnS
mp-1071032,Ge2S4,[425582],1.604,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P4_2/nmc', 'number': 137, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': 'P 4n 2n -1n'}",GeS2
mp-1071625,C2Se4,[60374],2.3505,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmce', 'number': 64, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-C 2bc 2'}",CSe2
mp-1072104,Ge2O4,"[158602, 158598, 158599, 158601, 94239, 158600]",2.0278,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pnnm', 'number': 58, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2 2n'}",GeO2
mp-10759,Ge1Se1,[53906],0.4400999999999997,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",GeSe
mp-10760,Mg1Se1,"[53946, 658987]",1.9792,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",MgSe
mp-1077316,C2O4,"[290503, 188890]",7.722999999999999,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I-42d', 'number': 122, 'point_group': '-42m', 'crystal_system': 'tetragonal', 'hall': 'I -4 2bw'}",CO2
mp-1077823,Te2O4,[166848],1.4375999999999998,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmcm', 'number': 63, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-C 2c 2'}",TeO2
mp-1077906,C2O4,[188893],6.7907,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmce', 'number': 64, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-C 2bc 2'}",CO2
mp-1078191,Ba4Te2O2,[428396],1.7830000000000001,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P4/nmm', 'number': 129, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': 'P 4ab 2ab -1ab'}",Ba2TeO
mp-1078391,Ca1Zn1C2O6,[5084],3.9639,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3', 'number': 148, 'point_group': '-3', 'crystal_system': 'trigonal', 'hall': '-R 3'}",CaZn(CO3)2
mp-1078410,Ba2Zn1Te1O6,[196334],0.4443999999999999,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",Ba2ZnTeO6
mp-1078500,Pb4S4,"[648451, 648438]",1.9001,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pnma', 'number': 62, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2n'}",PbS
mp-1078539,Sr2Mg1Mo1O6,[187662],2.3655,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4/m', 'number': 87, 'point_group': '4/m', 'crystal_system': 'tetragonal', 'hall': '-I 4'}",Sr2MgMoO6
mp-1078671,Sr2Ca1W1O6,[164555],3.4908,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4/m', 'number': 87, 'point_group': '4/m', 'crystal_system': 'tetragonal', 'hall': '-I 4'}",Sr2CaWO6
mp-1078696,Pb4S4,[183248],0.7624999999999997,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/m', 'number': 11, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2yb'}",PbS
mp-1078845,C8,[186577],3.5883000000000003,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmmm', 'number': 65, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-C 2 2'}",C
mp-1078915,Ba3Ca1O4,[180203],2.11,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}",Ba3CaO4
mp-1078995,Sr2Mg1Te1O6,[290893],2.3412,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/m', 'number': 12, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2y'}",Sr2MgTeO6
mp-1079172,Pb4Se4,[648514],1.6543,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pnma', 'number': 62, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2n'}",PbSe
mp-1079207,Ti3O6,[189324],0.8879999999999999,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-62m', 'number': 189, 'point_group': '-6m2', 'crystal_system': 'hexagonal', 'hall': 'P -6 -2'}",TiO2
mp-1079574,Te4Pb4,"[648609, 648582]",1.4257,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pnma', 'number': 62, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2n'}",TePb
mp-1079594,Ca3Zn1Se4,[167833],2.5339,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-43m', 'number': 215, 'point_group': '-43m', 'crystal_system': 'cubic', 'hall': 'P -4 2 3'}",Ca3ZnSe4
mp-1079707,Ca4O4,[157860],2.0869,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmce', 'number': 64, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-C 2bc 2'}",CaO
mp-1079778,Sr2Zn1W1O6,[190592],3.5815,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4/m', 'number': 87, 'point_group': '4/m', 'crystal_system': 'tetragonal', 'hall': '-I 4'}",Sr2ZnWO6
mp-1079788,Sr4S1O3,[165969],2.6728999999999994,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}",Sr4SO3
mp-1079882,Ba3Sr1O4,[180200],2.1745,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}",Ba3SrO4
mp-1079918,Ca2C2O6,[186773],4.8098,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-1', 'number': 2, 'point_group': '-1', 'crystal_system': 'triclinic', 'hall': '-P 1'}",CaCO3
mp-1079940,Sr3Ca1O4,[180195],3.2945,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}",Sr3CaO4
mp-1079971,Sr2Zn1Mo1O6,"[262320, 188057]",2.5027,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4/m', 'number': 87, 'point_group': '4/m', 'crystal_system': 'tetragonal', 'hall': '-I 4'}",Sr2ZnMoO6
