prototype,spacegroup_orig,spacegroup_relax,Egap,Egap_fit,compound
"Ga1P1_ICSD_635041
",216,216,1.6437,3.12871,Ga1P1
"Ga1P1_ICSD_77088
",216,216,1.6442,3.12938,Ga1P1
"Ga1P1_ICSD_53963
",216,216,1.6437,3.12871,Ga1P1
"Ga1P1_ICSD_77087
",216,216,1.6437,3.12871,Ga1P1
"Ga1P1_ICSD_635035
",216,216,1.6437,3.12871,Ga1P1
"Ga1P1_ICSD_635036
",216,216,1.6437,3.12871,Ga1P1
"Ga1P1_ICSD_600511
",216,216,1.6437,3.12871,Ga1P1
"Ga1P1_ICSD_635032
",216,216,1.6437,3.12871,Ga1P1
"Ga1P1_ICSD_635034
",216,216,1.6437,3.12871,Ga1P1
"Ga1P1_ICSD_635039
",216,216,1.6437,3.12871,Ga1P1
"Ga1P1_ICSD_67785
",216,216,1.6417,3.12601,Ga1P1
"Ga1P1_ICSD_57305
",216,216,1.6437,3.12871,Ga1P1
"Ga1P1_ICSD_635033
",216,216,1.6437,3.12871,Ga1P1
"Ga1P1_ICSD_635040
",216,216,1.6437,3.12871,Ga1P1
"Ga1P1_ICSD_40868
",225,225,0.0,0.0,Ga1P1
"Ga1P1_ICSD_41676
",216,216,1.6429,3.12763,Ga1P1
"Ga1P1_ICSD_635030
",216,216,1.6437,3.12871,Ga1P1
"B1N1_ICSD_240996
",194,194,4.4948,6.97199,B2N2
"B1N1_ICSD_41486
",186,186,5.2211,7.95104,B2N2
"B1N1_ICSD_183256
",194,194,4.4985,6.97698,B2N2
"B1N1_ICSD_168894
",194,194,4.5022,6.98197,B2N2
"B1N1_ICSD_186249
",187,187,4.4977,6.9759,B2N2
"B1N1_ICSD_167799
",194,194,4.5069,6.9883,B2N2
"B1N1_ICSD_186246
",194,194,4.4564,6.92023,B2N2
"B1N1_ICSD_614873
",186,186,5.2143,7.94188,B2N2
"B1N1_ICSD_162873
",186,186,5.2102,7.93635,B2N2
"B1N1_ICSD_162870
",194,194,4.4656,6.93263,B2N2
"B1N1_ICSD_186248
",194,194,4.2351,6.62191,B2N2
"B1N1_ICSD_77374
",186,194,4.0422,6.36189,B2N2
"B1N1_ICSD_27987
",194,194,4.1634,6.52526,B2N2
"B1N1_ICSD_35538
",194,194,4.4789,6.95056,B2N2
"B1N1_ICSD_24644
",194,194,4.4656,6.93263,B2N2
"B1N1_ICSD_168892
",194,194,4.4144,6.86361,B2N2
"B0.667N0.667_ICSD_162872
",187,187,4.4439,6.90338,B2N2
"B1N1_ICSD_240999
",194,194,4.49,6.96552,B2N2
"B1N1_ICSD_186247
",194,194,4.2301,6.61517,B2N2
"B1N1_ICSD_183257
",186,186,5.1912,7.91074,B2N2
"B1N1_ICSD_614869
",186,186,5.2169,7.94538,B2N2
"B1N1_ICSD_168893
",194,194,4.4979,6.97617,B2N2
"Cd1Se1_ICSD_187310
",216,216,0.641,1.77707,Cd1Se1
"Cd1Se1_ICSD_620436
",216,216,0.6411,1.7772,Cd1Se1
"Cd1Se1_ICSD_181027
",225,225,0.0,0.0,Cd1Se1
"Cd1Se1_ICSD_620439
",216,216,0.6412,1.77734,Cd1Se1
"Cd1Se1_ICSD_52833
",225,225,0.0,0.0,Cd1Se1
"Cd1Se1_ICSD_620434
",225,225,0.0,0.0,Cd1Se1
"Cd1Se1_ICSD_186011
",216,216,0.6384,1.77356,Cd1Se1
"Cd1Se1_ICSD_181026
",225,225,0.0,0.0,Cd1Se1
"Cd1Se1_ICSD_53954
",216,216,0.6412,1.77734,Cd1Se1
"Cd1Se1_ICSD_188385
",216,216,0.641,1.77707,Cd1Se1
"Cd1Se1_ICSD_290010
",216,216,0.6406,1.77653,Cd1Se1
"Cd1Se1_ICSD_41528
",216,216,0.6411,1.7772,Cd1Se1
"Cd1Se1_ICSD_620421
",216,216,0.641,1.77707,Cd1Se1
"La1P2_ICSD_42015
",9,9,0.3381,1.36876,La8P16
"Ba1Br2O6_ICSD_40287
",43,43,4.332,6.75254,Ba2Br4O12
"Ba1Br2O6_ICSD_66035
",15,15,4.1767,6.54319,Ba2Br4O12
"Ga1N1_ICSD_67781
",216,216,1.7448,3.26499,Ga1N1
"Ga1N1_ICSD_157511
",216,216,1.7523,3.2751,Ga1N1
"Ga1N1_ICSD_41546
",216,216,1.7464,3.26715,Ga1N1
"Ga1N1_ICSD_41500
",225,225,0.6271,1.75833,Ga1N1
"Ga1N1_ICSD_185155
",216,216,1.7509,3.27321,Ga1N1
"Ga1N1_ICSD_187047
",216,216,1.7519,3.27456,Ga1N1
"Ga1N1_ICSD_290614
",216,216,1.7505,3.27267,Ga1N1
"Ga1N1_ICSD_155050
",225,225,0.6317,1.76453,Ga1N1
"Ga1N1_ICSD_156260
",216,216,1.7472,3.26823,Ga1N1
"Ga1N1_ICSD_157513
",225,225,0.6139,1.74054,Ga1N1
"Ga1N1_ICSD_156261
",225,225,0.6138,1.7404,Ga1N1
"Cs1Eu2I5_ICSD_41099
",14,14,3.3226,5.39186,Cs4Eu8I20
"Be3P2_ICSD_187676
",142,142,0.1494,1.11439,Be48P32
"Be3P2_ICSD_42038
",142,142,0.1485,1.11318,Be48P32
"Ge1Sb4Te7_ICSD_42875
",164,164,0.2257,1.21724,Ge1Sb4Te7
"Ag1C4N3_ICSD_43823
",46,46,3.5748,5.73183,Ag2C8N6
"B6H10_ICSD_43253
",36,36,3.9988,6.30338,B12H20
"Ca2Ge1_ICSD_42455
",62,62,0.3218,1.34679,Ca8Ge4
"Hg1Te1_ICSD_41592
",152,152,0.2296,1.2225,Hg3Te3
"Hg1Te1_ICSD_41593
",152,152,0.3481,1.38224,Hg3Te3
"Hg1Te1_ICSD_639251
",154,154,0.2364,1.23167,Hg3Te3
"Hg1Te1_ICSD_67861
",152,152,0.255,1.25674,Hg3Te3
"Hg1Te1_ICSD_162603
",152,152,0.2559,1.25795,Hg3Te3
"Na2S2_ICSD_73180
",189,189,0.8573,2.06864,Na6S6
"Na2S2_ICSD_43405
",189,189,0.8599,2.07215,Na6S6
"Cs1Ga1S2_ICSD_201110
",15,15,3.0962,5.08668,Cs2Ga2S4
"Cs1Ga1S2_ICSD_626992
",15,15,3.1075,5.10191,Cs2Ga2S4
"Cs1Ga1S2_ICSD_41888
",15,15,3.1012,5.09342,Cs2Ga2S4
"Fe1Mo1O4_ICSD_43012
",12,12,1.4666,2.88998,Fe4Mo4O16
"Ge5Ir4_ICSD_636696
",116,116,0.0908,1.0354,Ge20Ir16
"Ge5Ir4_ICSD_42909
",116,116,0.0949,1.04093,Ge20Ir16
"Ge5Ir4_ICSD_43053
",116,116,0.0602,0.99415,Ge20Ir16
"As4S4_ICSD_185785
",15,15,2.1018,3.74623,As8S8
"As4S4_ICSD_156562
",15,15,2.0455,3.67033,As8S8
"As4S4_ICSD_187214
",15,15,2.0345,3.65551,As8S8
"As1S1_ICSD_86228
",15,15,2.0748,3.70983,As8S8
"As4S4_ICSD_184514
",15,15,2.0633,3.69433,As8S8
"As4S4_ICSD_185791
",15,15,2.084,3.72223,As8S8
"As4S4_ICSD_187210
",15,15,2.0625,3.69325,As8S8
"As4S4_ICSD_187212
",15,15,2.0348,3.65591,As8S8
"As4S4_ICSD_187213
",15,15,2.0187,3.63421,As8S8
"As4S4_ICSD_95290
",15,15,2.0665,3.69864,As8S8
"As4S4_ICSD_187211
",15,15,2.0738,3.70848,As8S8
"As4S4_ICSD_185789
",15,15,2.104,3.74919,As8S8
"As4S4_ICSD_185790
",15,15,2.0901,3.73045,As8S8
"As4S4_ICSD_187215
",15,15,2.0205,3.63663,As8S8
"As4S4_ICSD_42387
",15,15,2.0428,3.66669,As8S8
"Ba1F2_ICSD_183923
",62,62,6.813,10.0969,Ba4F8
"Ba1F2_ICSD_41650
",59,139,5.3403,8.11172,Ba4F8
"C1O1_ICSD_40937
",161,161,6.0226,9.03146,C8O8
"Fe1Mo1O4_ICSD_43012
",12,12,1.4666,2.88998,Fe4Mo4O16
"Cd1I2_ICSD_53983
",164,164,2.4575,4.22571,Cd1I2
"Cd1I2_ICSD_44791
",164,164,2.463,4.23312,Cd1I2
"Cd1I2_ICSD_43852
",164,164,2.4647,4.23542,Cd1I2
"Cd1I2_ICSD_655780
",164,164,2.4565,4.22436,Cd1I2
"Cd1I2_ICSD_44793
",156,156,2.3778,4.11827,Cd5I10
"Cd1I2_ICSD_42254
",164,164,2.3937,4.13971,Cd5I10
"Cd1I2_ICSD_108915
",156,156,2.4045,4.15427,Cd5I10
"Cd1I2_ICSD_108916
",156,156,2.4075,4.15831,Cd5I10
"Cd1I2_ICSD_108924
",164,164,2.3999,4.14807,Cd5I10
"Cd1I2_ICSD_42209
",156,156,2.382,4.12394,Cd5I10
"Cd1I2_ICSD_42257
",164,164,2.3859,4.12919,Cd6I12
"Cd1I2_ICSD_42258
",164,164,2.3916,4.13688,Cd6I12
"Cd1I2_ICSD_42210
",156,156,2.3819,4.1238,Cd6I12
"Cd1I2_ICSD_27292
",156,156,0.0,0.0,Cd6I12
"Cd1I2_ICSD_27291
",156,156,2.3924,4.13796,Cd6I12
"Cd1I2_ICSD_42256
",156,156,2.4024,4.15144,Cd6I12
"Cd1I2_ICSD_6066
",164,164,2.4208,4.17624,Cd6I12
"Cd1I2_ICSD_42199
",156,156,2.3838,4.12636,Cd6I12
"Cd1I2_ICSD_42255
",156,156,2.3817,4.12353,Cd6I12
"Cd1I2_ICSD_42257
",164,164,2.3859,4.12919,Cd6I12
"Cd1I2_ICSD_42258
",164,164,2.3916,4.13688,Cd6I12
"Cd1I2_ICSD_42210
",156,156,2.3819,4.1238,Cd6I12
"Cd1I2_ICSD_27292
",156,156,0.0,0.0,Cd6I12
"Cd1I2_ICSD_27291
",156,156,2.3924,4.13796,Cd6I12
"Cd1I2_ICSD_42256
",156,156,2.4024,4.15144,Cd6I12
"Cd1I2_ICSD_6066
",164,164,2.4208,4.17624,Cd6I12
"Cd1I2_ICSD_42199
",156,156,2.3838,4.12636,Cd6I12
"Cd1I2_ICSD_42255
",156,156,2.3817,4.12353,Cd6I12
"Cd1I2_ICSD_42409
",156,156,2.3894,4.13391,Cd9I18
"Cd1I2_ICSD_42264
",156,156,2.3849,4.12785,Cd9I18
"Cd1I2_ICSD_36484
",156,156,2.3917,4.13701,Cd9I18
"Cd1I2_ICSD_108926
",156,156,2.3835,4.12596,Cd9I18
"Cd1I2_ICSD_42218
",156,156,2.3762,4.11612,Cd9I18
"Cd1I2_ICSD_42262
",164,164,2.3743,4.11356,Cd9I18
"Cd1I2_ICSD_35447
",156,156,2.3982,4.14577,Cd9I18
"Cd1I2_ICSD_15381
",156,156,2.3434,4.0719,Cd9I18
"Cd1I2_ICSD_42221
",156,156,2.3895,4.13405,Cd9I18
"Cd1I2_ICSD_42175
",156,156,2.4127,4.16532,Cd9I18
"Cd1I2_ICSD_27269
",156,156,2.412,4.16438,Cd9I18
"Cd1I2_ICSD_42220
",156,156,2.3879,4.13189,Cd9I18
"Cd1I2_ICSD_42219
",156,156,2.4073,4.15804,Cd9I18
"Cd1I2_ICSD_42263
",156,156,2.3905,4.13539,Cd9I18
"Cd1I2_ICSD_37385
",166,166,2.4365,4.1974,Cd3I6
"Cd1I2_ICSD_42269
",166,166,2.4317,4.19093,Cd3I6
"Cd1I2_ICSD_20745
",164,164,2.3551,4.08767,Cd3I6
"Cd1I2_ICSD_42252
",164,164,2.3552,4.08781,Cd3I6
"Cd1I2_ICSD_42207
",156,156,2.3815,4.12326,Cd3I6
"N2_ICSD_644520
",167,167,7.129,10.5229,N16
"N2_ICSD_40936
",167,167,7.2733,10.7174,N16
"Cd1I2_ICSD_42173
",160,160,2.4316,4.1908,Cd4I8
"Cd1I2_ICSD_9190
",164,164,2.3695,4.10709,Cd4I8
"Cd1I2_ICSD_42253
",164,164,2.3696,4.10722,Cd4I8
"Cd1I2_ICSD_44792
",156,156,2.393,4.13876,Cd4I8
"Cd1I2_ICSD_42198
",186,186,2.3876,4.13148,Cd4I8
"Cd1I2_ICSD_9192
",156,156,2.384,4.12663,Cd8I16
"Cd1I2_ICSD_42201
",186,186,2.3879,4.13189,Cd8I16
"Cd1I2_ICSD_108921
",156,156,2.3915,4.13674,Cd8I16
"Cd1I2_ICSD_9194
",156,156,2.391,4.13607,Cd8I16
"Cd1I2_ICSD_35446
",156,156,2.4021,4.15103,Cd8I16
"Cd1I2_ICSD_35258
",156,156,2.4008,4.14928,Cd8I16
"Cd1I2_ICSD_42215
",156,156,2.3847,4.12758,Cd8I16
"Cd1I2_ICSD_42200
",156,156,2.3763,4.11625,Cd8I16
"Cd1I2_ICSD_42408
",156,156,2.3767,4.11679,Cd8I16
"Cd1I2_ICSD_42283
",156,156,2.3919,4.13728,Cd8I16
"Cd1I2_ICSD_108919
",156,156,2.3541,4.08633,Cd8I16
"Cd1I2_ICSD_42260
",156,156,2.3845,4.12731,Cd8I16
"Cd1I2_ICSD_42217
",156,156,2.3887,4.13297,Cd8I16
"Cd1I2_ICSD_42216
",156,156,2.3737,4.11275,Cd8I16
"Cd1I2_ICSD_9193
",156,156,2.3868,4.13041,Cd8I16
"Cd1I2_ICSD_49572
",156,156,2.3995,4.14753,Cd8I16
"Cd1I2_ICSD_9025
",164,164,2.3805,4.12191,Cd8I16
"Cd1I2_ICSD_37378
",186,186,2.3881,4.13216,Cd8I16
"Cd1I2_ICSD_42233
",156,156,2.3879,4.13189,Cd12I24
"Cd1I2_ICSD_42306
",156,156,2.2823,3.98954,Cd12I24
"Cd1I2_ICSD_42236
",156,156,2.3867,4.13027,Cd12I24
"Cd1I2_ICSD_42314
",156,156,2.3773,4.1176,Cd12I24
"Cd1I2_ICSD_37381
",156,156,2.3757,4.11544,Cd12I24
"Cd1I2_ICSD_35448
",156,156,2.2698,3.97269,Cd12I24
"Cd1I2_ICSD_42232
",156,156,2.3804,4.12178,Cd12I24
"Cd1I2_ICSD_42234
",156,156,2.377,4.1172,Cd12I24
"Cd1I2_ICSD_42235
",156,156,2.4072,4.15791,Cd12I24
"Cd1I2_ICSD_37384
",156,156,2.4012,4.14982,Cd12I24
"Cd1I2_ICSD_35259
",156,156,2.3845,4.12731,Cd12I24
"Cd1I2_ICSD_36488
",156,156,2.3787,4.11949,Cd12I24
"Cd1I2_ICSD_42205
",186,186,2.2609,3.96069,Cd12I24
"Cd1I2_ICSD_42409
",156,156,2.3894,4.13391,Cd9I18
"Cd1I2_ICSD_42264
",156,156,2.3849,4.12785,Cd9I18
"Cd1I2_ICSD_36484
",156,156,2.3917,4.13701,Cd9I18
"Cd1I2_ICSD_108926
",156,156,2.3835,4.12596,Cd9I18
"Cd1I2_ICSD_42218
",156,156,2.3762,4.11612,Cd9I18
"Cd1I2_ICSD_42262
",164,164,2.3743,4.11356,Cd9I18
"Cd1I2_ICSD_35447
",156,156,2.3982,4.14577,Cd9I18
"Cd1I2_ICSD_15381
",156,156,2.3434,4.0719,Cd9I18
"Cd1I2_ICSD_42221
",156,156,2.3895,4.13405,Cd9I18
"Cd1I2_ICSD_42175
",156,156,2.4127,4.16532,Cd9I18
"Cd1I2_ICSD_27269
",156,156,2.412,4.16438,Cd9I18
"Cd1I2_ICSD_42220
",156,156,2.3879,4.13189,Cd9I18
"Cd1I2_ICSD_42219
",156,156,2.4073,4.15804,Cd9I18
"Cd1I2_ICSD_42263
",156,156,2.3905,4.13539,Cd9I18
"Cd1I2_ICSD_42409
",156,156,2.3894,4.13391,Cd9I18
"Cd1I2_ICSD_42264
",156,156,2.3849,4.12785,Cd9I18
"Cd1I2_ICSD_36484
",156,156,2.3917,4.13701,Cd9I18
"Cd1I2_ICSD_108926
",156,156,2.3835,4.12596,Cd9I18
"Cd1I2_ICSD_42218
",156,156,2.3762,4.11612,Cd9I18
"Cd1I2_ICSD_42262
",164,164,2.3743,4.11356,Cd9I18
"Cd1I2_ICSD_35447
",156,156,2.3982,4.14577,Cd9I18
"Cd1I2_ICSD_15381
",156,156,2.3434,4.0719,Cd9I18
"Cd1I2_ICSD_42221
",156,156,2.3895,4.13405,Cd9I18
"Cd1I2_ICSD_42175
",156,156,2.4127,4.16532,Cd9I18
"Cd1I2_ICSD_27269
",156,156,2.412,4.16438,Cd9I18
"Cd1I2_ICSD_42220
",156,156,2.3879,4.13189,Cd9I18
"Cd1I2_ICSD_42219
",156,156,2.4073,4.15804,Cd9I18
"Cd1I2_ICSD_42263
",156,156,2.3905,4.13539,Cd9I18
"Cd1I2_ICSD_42409
",156,156,2.3894,4.13391,Cd9I18
"Cd1I2_ICSD_42264
",156,156,2.3849,4.12785,Cd9I18
"Cd1I2_ICSD_36484
",156,156,2.3917,4.13701,Cd9I18
"Cd1I2_ICSD_108926
",156,156,2.3835,4.12596,Cd9I18
"Cd1I2_ICSD_42218
",156,156,2.3762,4.11612,Cd9I18
"Cd1I2_ICSD_42262
",164,164,2.3743,4.11356,Cd9I18
"Cd1I2_ICSD_35447
",156,156,2.3982,4.14577,Cd9I18
"Cd1I2_ICSD_15381
",156,156,2.3434,4.0719,Cd9I18
"Cd1I2_ICSD_42221
",156,156,2.3895,4.13405,Cd9I18
"Cd1I2_ICSD_42175
",156,156,2.4127,4.16532,Cd9I18
"Cd1I2_ICSD_27269
",156,156,2.412,4.16438,Cd9I18
"Cd1I2_ICSD_42220
",156,156,2.3879,4.13189,Cd9I18
"Cd1I2_ICSD_42219
",156,156,2.4073,4.15804,Cd9I18
"Cd1I2_ICSD_42263
",156,156,2.3905,4.13539,Cd9I18
"Cd1I2_ICSD_37385
",166,166,2.4365,4.1974,Cd3I6
"Cd1I2_ICSD_42269
",166,166,2.4317,4.19093,Cd3I6
"Cd1I2_ICSD_20745
",164,164,2.3551,4.08767,Cd3I6
"Cd1I2_ICSD_42252
",164,164,2.3552,4.08781,Cd3I6
"Cd1I2_ICSD_42207
",156,156,2.3815,4.12326,Cd3I6
"Cd1I2_ICSD_44793
",156,156,2.3778,4.11827,Cd5I10
"Cd1I2_ICSD_42254
",164,164,2.3937,4.13971,Cd5I10
"Cd1I2_ICSD_108915
",156,156,2.4045,4.15427,Cd5I10
"Cd1I2_ICSD_108916
",156,156,2.4075,4.15831,Cd5I10
"Cd1I2_ICSD_108924
",164,164,2.3999,4.14807,Cd5I10
"Cd1I2_ICSD_42209
",156,156,2.382,4.12394,Cd5I10
"Cd1I2_ICSD_28383
",156,156,2.3319,4.0564,Cd13I26
"Cd1I2_ICSD_108922
",156,156,2.27,3.97296,Cd13I26
"Cd1I2_ICSD_42307
",156,156,2.2481,3.94344,Cd13I26
"Cd1I2_ICSD_42288
",156,156,2.2568,3.95517,Cd13I26
"Cd1I2_ICSD_28384
",156,156,2.2717,3.97525,Cd13I26
"Cd1I2_ICSD_28383
",156,156,2.3319,4.0564,Cd13I26
"Cd1I2_ICSD_108922
",156,156,2.27,3.97296,Cd13I26
"Cd1I2_ICSD_42307
",156,156,2.2481,3.94344,Cd13I26
"Cd1I2_ICSD_42288
",156,156,2.2568,3.95517,Cd13I26
"Cd1I2_ICSD_28384
",156,156,2.2717,3.97525,Cd13I26
"C3N4_ICSD_41952
",160,160,1.3353,2.71298,C3N4
"C3N4_ICSD_246660
",160,160,1.3551,2.73967,C3N4
"C3N4_ICSD_246659
",215,215,2.478,4.25334,C3N4
"C3N4_ICSD_41951
",215,215,2.4781,4.25348,C3N4
"C3N4_ICSD_83264
",215,215,2.4777,4.25294,C3N4
"Cd1I2_ICSD_28383
",156,156,2.3319,4.0564,Cd13I26
"Cd1I2_ICSD_108922
",156,156,2.27,3.97296,Cd13I26
"Cd1I2_ICSD_42307
",156,156,2.2481,3.94344,Cd13I26
"Cd1I2_ICSD_42288
",156,156,2.2568,3.95517,Cd13I26
"Cd1I2_ICSD_28384
",156,156,2.2717,3.97525,Cd13I26
"Cd1I2_ICSD_42257
",164,164,2.3859,4.12919,Cd6I12
"Cd1I2_ICSD_42258
",164,164,2.3916,4.13688,Cd6I12
"Cd1I2_ICSD_42210
",156,156,2.3819,4.1238,Cd6I12
"Cd1I2_ICSD_27292
",156,156,0.0,0.0,Cd6I12
"Cd1I2_ICSD_27291
",156,156,2.3924,4.13796,Cd6I12
"Cd1I2_ICSD_42256
",156,156,2.4024,4.15144,Cd6I12
"Cd1I2_ICSD_6066
",164,164,2.4208,4.17624,Cd6I12
"Cd1I2_ICSD_42199
",156,156,2.3838,4.12636,Cd6I12
"Cd1I2_ICSD_42255
",156,156,2.3817,4.12353,Cd6I12
"Cd1I2_ICSD_42257
",164,164,2.3859,4.12919,Cd6I12
"Cd1I2_ICSD_42258
",164,164,2.3916,4.13688,Cd6I12
"Cd1I2_ICSD_42210
",156,156,2.3819,4.1238,Cd6I12
"Cd1I2_ICSD_27292
",156,156,0.0,0.0,Cd6I12
"Cd1I2_ICSD_27291
",156,156,2.3924,4.13796,Cd6I12
"Cd1I2_ICSD_42256
",156,156,2.4024,4.15144,Cd6I12
"Cd1I2_ICSD_6066
",164,164,2.4208,4.17624,Cd6I12
"Cd1I2_ICSD_42199
",156,156,2.3838,4.12636,Cd6I12
"Cd1I2_ICSD_42255
",156,156,2.3817,4.12353,Cd6I12
"Cd1I2_ICSD_42257
",164,164,2.3859,4.12919,Cd6I12
"Cd1I2_ICSD_42258
",164,164,2.3916,4.13688,Cd6I12
"Cd1I2_ICSD_42210
",156,156,2.3819,4.1238,Cd6I12
"Cd1I2_ICSD_27292
",156,156,0.0,0.0,Cd6I12
"Cd1I2_ICSD_27291
",156,156,2.3924,4.13796,Cd6I12
"Cd1I2_ICSD_42256
",156,156,2.4024,4.15144,Cd6I12
"Cd1I2_ICSD_6066
",164,164,2.4208,4.17624,Cd6I12
"Cd1I2_ICSD_42199
",156,156,2.3838,4.12636,Cd6I12
"Cd1I2_ICSD_42255
",156,156,2.3817,4.12353,Cd6I12
"Cd1I2_ICSD_42259
",156,156,2.3855,4.12865,Cd7I14
"Cd1I2_ICSD_42212
",156,156,2.3904,4.13526,Cd7I14
"Cd1I2_ICSD_42213
",156,156,2.3991,4.14699,Cd7I14
"Cd1I2_ICSD_37377
",156,156,2.4017,4.15049,Cd7I14
"Cd1I2_ICSD_44797
",156,156,2.381,4.12259,Cd7I14
"Cd1I2_ICSD_9191
",156,156,2.391,4.13607,Cd7I14
"Cd1I2_ICSD_9024
",156,156,2.3805,4.12191,Cd7I14
"Cd1I2_ICSD_42211
",156,156,2.3824,4.12448,Cd7I14
"Cd1I2_ICSD_42214
",156,156,2.4032,4.15251,Cd7I14
"Cd1I2_ICSD_42303
",156,156,2.3964,4.14335,Cd7I14
"Cd1I2_ICSD_30813
",156,156,2.3977,4.1451,Cd7I14
"Cd1I2_ICSD_108925
",156,156,2.3832,4.12555,Cd7I14
"Cd1I2_ICSD_42259
",156,156,2.3855,4.12865,Cd7I14
"Cd1I2_ICSD_42212
",156,156,2.3904,4.13526,Cd7I14
"Cd1I2_ICSD_42213
",156,156,2.3991,4.14699,Cd7I14
"Cd1I2_ICSD_37377
",156,156,2.4017,4.15049,Cd7I14
"Cd1I2_ICSD_44797
",156,156,2.381,4.12259,Cd7I14
"Cd1I2_ICSD_9191
",156,156,2.391,4.13607,Cd7I14
"Cd1I2_ICSD_9024
",156,156,2.3805,4.12191,Cd7I14
"Cd1I2_ICSD_42211
",156,156,2.3824,4.12448,Cd7I14
"Cd1I2_ICSD_42214
",156,156,2.4032,4.15251,Cd7I14
"Cd1I2_ICSD_42303
",156,156,2.3964,4.14335,Cd7I14
"Cd1I2_ICSD_30813
",156,156,2.3977,4.1451,Cd7I14
"Cd1I2_ICSD_108925
",156,156,2.3832,4.12555,Cd7I14
"Cd1I2_ICSD_42259
",156,156,2.3855,4.12865,Cd7I14
"Cd1I2_ICSD_42212
",156,156,2.3904,4.13526,Cd7I14
"Cd1I2_ICSD_42213
",156,156,2.3991,4.14699,Cd7I14
"Cd1I2_ICSD_37377
",156,156,2.4017,4.15049,Cd7I14
"Cd1I2_ICSD_44797
",156,156,2.381,4.12259,Cd7I14
"Cd1I2_ICSD_9191
",156,156,2.391,4.13607,Cd7I14
"Cd1I2_ICSD_9024
",156,156,2.3805,4.12191,Cd7I14
"Cd1I2_ICSD_42211
",156,156,2.3824,4.12448,Cd7I14
"Cd1I2_ICSD_42214
",156,156,2.4032,4.15251,Cd7I14
"Cd1I2_ICSD_42303
",156,156,2.3964,4.14335,Cd7I14
"Cd1I2_ICSD_30813
",156,156,2.3977,4.1451,Cd7I14
"Cd1I2_ICSD_108925
",156,156,2.3832,4.12555,Cd7I14
"Cd1I2_ICSD_9192
",156,156,2.384,4.12663,Cd8I16
"Cd1I2_ICSD_42201
",186,186,2.3879,4.13189,Cd8I16
"Cd1I2_ICSD_108921
",156,156,2.3915,4.13674,Cd8I16
"Cd1I2_ICSD_9194
",156,156,2.391,4.13607,Cd8I16
"Cd1I2_ICSD_35446
",156,156,2.4021,4.15103,Cd8I16
"Cd1I2_ICSD_35258
",156,156,2.4008,4.14928,Cd8I16
"Cd1I2_ICSD_42215
",156,156,2.3847,4.12758,Cd8I16
"Cd1I2_ICSD_42200
",156,156,2.3763,4.11625,Cd8I16
"Cd1I2_ICSD_42408
",156,156,2.3767,4.11679,Cd8I16
"Cd1I2_ICSD_42283
",156,156,2.3919,4.13728,Cd8I16
"Cd1I2_ICSD_108919
",156,156,2.3541,4.08633,Cd8I16
"Cd1I2_ICSD_42260
",156,156,2.3845,4.12731,Cd8I16
"Cd1I2_ICSD_42217
",156,156,2.3887,4.13297,Cd8I16
"Cd1I2_ICSD_42216
",156,156,2.3737,4.11275,Cd8I16
"Cd1I2_ICSD_9193
",156,156,2.3868,4.13041,Cd8I16
"Cd1I2_ICSD_49572
",156,156,2.3995,4.14753,Cd8I16
"Cd1I2_ICSD_9025
",164,164,2.3805,4.12191,Cd8I16
"Cd1I2_ICSD_37378
",186,186,2.3881,4.13216,Cd8I16
"Cd1I2_ICSD_9195
",156,156,2.4003,4.1486,Cd10I20
"Cd1I2_ICSD_42225
",156,156,2.4229,4.17907,Cd10I20
"Cd1I2_ICSD_37379
",156,156,2.3927,4.13836,Cd10I20
"Cd1I2_ICSD_108929
",156,156,2.3711,4.10924,Cd10I20
"Cd1I2_ICSD_42227
",156,156,2.4064,4.15683,Cd10I20
"Cd1I2_ICSD_108930
",156,156,2.37,4.10776,Cd10I20
"Cd1I2_ICSD_42204
",156,156,2.3491,4.07959,Cd10I20
"Cd1I2_ICSD_42223
",156,156,2.4091,4.16047,Cd10I20
"Cd1I2_ICSD_42203
",156,156,2.3835,4.12596,Cd10I20
"Cd1I2_ICSD_42228
",156,156,2.3805,4.12191,Cd10I20
"Cd1I2_ICSD_42224
",156,156,2.4119,4.16424,Cd10I20
"Cd1I2_ICSD_42265
",156,156,2.3831,4.12542,Cd10I20
"Cd1I2_ICSD_42226
",156,156,2.3973,4.14456,Cd10I20
"Cd1I2_ICSD_42172
",156,156,2.3708,4.10884,Cd10I20
"Cd1I2_ICSD_42171
",156,156,2.3821,4.12407,Cd10I20
"Cd1I2_ICSD_37380
",156,156,2.3777,4.11814,Cd10I20
"Cd1I2_ICSD_42222
",156,156,2.3787,4.11949,Cd10I20
"Cd1I2_ICSD_42284
",156,156,2.3789,4.11976,Cd10I20
"Cd1I2_ICSD_108928
",156,156,2.4114,4.16357,Cd10I20
"Cd1I2_ICSD_9195
",156,156,2.4003,4.1486,Cd10I20
"Cd1I2_ICSD_42225
",156,156,2.4229,4.17907,Cd10I20
"Cd1I2_ICSD_37379
",156,156,2.3927,4.13836,Cd10I20
"Cd1I2_ICSD_108929
",156,156,2.3711,4.10924,Cd10I20
"Cd1I2_ICSD_42227
",156,156,2.4064,4.15683,Cd10I20
"Cd1I2_ICSD_108930
",156,156,2.37,4.10776,Cd10I20
